jahr,gemeinde_bfs_nr,gemeinde,altersklasse,heimat,geschlecht,anzahl,anzahl_ist_kleingruppe
2019,230,Winterthur,95+,Ausland,weiblich,,true
2019,230,Winterthur,95+,Schweiz,männlich,51,false
2019,230,Winterthur,95+,Schweiz,weiblich,150,false
2018,230,Winterthur,00-04,Ausland,männlich,819,false
2018,230,Winterthur,00-04,Ausland,weiblich,780,false
2018,230,Winterthur,00-04,Schweiz,männlich,2307,false
2018,230,Winterthur,00-04,Schweiz,weiblich,2283,false
2018,230,Winterthur,05-09,Ausland,männlich,789,false
2018,230,Winterthur,05-09,Ausland,weiblich,747,false
2018,230,Winterthur,05-09,Schweiz,männlich,2187,false
2018,230,Winterthur,05-09,Schweiz,weiblich,2054,false
2018,230,Winterthur,10-14,Ausland,männlich,699,false
2018,230,Winterthur,10-14,Ausland,weiblich,609,false
2018,230,Winterthur,10-14,Schweiz,männlich,2118,false
2018,230,Winterthur,10-14,Schweiz,weiblich,1921,false
2018,230,Winterthur,15-19,Ausland,männlich,526,false
2018,230,Winterthur,15-19,Ausland,weiblich,421,false
2018,230,Winterthur,15-19,Schweiz,männlich,2085,false
2018,230,Winterthur,15-19,Schweiz,weiblich,1990,false
2018,230,Winterthur,20-24,Ausland,männlich,809,false
2018,230,Winterthur,20-24,Ausland,weiblich,714,false
2018,230,Winterthur,20-24,Schweiz,männlich,2902,false
2018,230,Winterthur,20-24,Schweiz,weiblich,3224,false
2018,230,Winterthur,25-29,Ausland,männlich,1283,false
2018,230,Winterthur,25-29,Ausland,weiblich,1255,false
2018,230,Winterthur,25-29,Schweiz,männlich,3909,false
2018,230,Winterthur,25-29,Schweiz,weiblich,3943,false
2018,230,Winterthur,30-34,Ausland,männlich,1599,false
2018,230,Winterthur,30-34,Ausland,weiblich,1573,false
2018,230,Winterthur,30-34,Schweiz,männlich,3596,false
2018,230,Winterthur,30-34,Schweiz,weiblich,3450,false
2018,230,Winterthur,35-39,Ausland,männlich,1689,false
2018,230,Winterthur,35-39,Ausland,weiblich,1611,false
2018,230,Winterthur,35-39,Schweiz,männlich,2977,false
2018,230,Winterthur,35-39,Schweiz,weiblich,2828,false
2018,230,Winterthur,40-44,Ausland,männlich,1455,false
2018,230,Winterthur,40-44,Ausland,weiblich,1241,false
2018,230,Winterthur,40-44,Schweiz,männlich,2512,false
2018,230,Winterthur,40-44,Schweiz,weiblich,2560,false
2018,230,Winterthur,45-49,Ausland,männlich,1205,false
2018,230,Winterthur,45-49,Ausland,weiblich,1052,false
2018,230,Winterthur,45-49,Schweiz,männlich,2597,false
2018,230,Winterthur,45-49,Schweiz,weiblich,2751,false
2018,230,Winterthur,50-54,Ausland,männlich,1085,false
2018,230,Winterthur,50-54,Ausland,weiblich,906,false
2018,230,Winterthur,50-54,Schweiz,männlich,2974,false
2018,230,Winterthur,50-54,Schweiz,weiblich,3061,false
2018,230,Winterthur,55-59,Ausland,männlich,888,false
2018,230,Winterthur,55-59,Ausland,weiblich,677,false
2018,230,Winterthur,55-59,Schweiz,männlich,2607,false
2018,230,Winterthur,55-59,Schweiz,weiblich,2944,false
2018,230,Winterthur,60-64,Ausland,männlich,576,false
2018,230,Winterthur,60-64,Ausland,weiblich,457,false
2018,230,Winterthur,60-64,Schweiz,männlich,2274,false
2018,230,Winterthur,60-64,Schweiz,weiblich,2406,false
2018,230,Winterthur,65-69,Ausland,männlich,342,false
2018,230,Winterthur,65-69,Ausland,weiblich,331,false
2018,230,Winterthur,65-69,Schweiz,männlich,1763,false
2018,230,Winterthur,65-69,Schweiz,weiblich,2182,false
2018,230,Winterthur,70-74,Ausland,männlich,306,false
2018,230,Winterthur,70-74,Ausland,weiblich,275,false
2018,230,Winterthur,70-74,Schweiz,männlich,1684,false
2018,230,Winterthur,70-74,Schweiz,weiblich,2173,false
2018,230,Winterthur,75-79,Ausland,männlich,287,false
2018,230,Winterthur,75-79,Ausland,weiblich,266,false
2018,230,Winterthur,75-79,Schweiz,männlich,1274,false
2018,230,Winterthur,75-79,Schweiz,weiblich,1831,false
2018,230,Winterthur,80-84,Ausland,männlich,181,false
2018,230,Winterthur,80-84,Ausland,weiblich,183,false
2018,230,Winterthur,80-84,Schweiz,männlich,887,false
2018,230,Winterthur,80-84,Schweiz,weiblich,1442,false
2018,230,Winterthur,85-89,Ausland,männlich,91,false
2018,230,Winterthur,85-89,Ausland,weiblich,87,false
2018,230,Winterthur,85-89,Schweiz,männlich,625,false
2018,230,Winterthur,85-89,Schweiz,weiblich,1041,false
2018,230,Winterthur,90-94,Ausland,männlich,,true
2018,230,Winterthur,90-94,Ausland,weiblich,35,false
2018,230,Winterthur,90-94,Schweiz,männlich,219,false
2018,230,Winterthur,90-94,Schweiz,weiblich,538,false
2018,230,Winterthur,95+,Ausland,männlich,,true
2018,230,Winterthur,95+,Ausland,weiblich,,true
2018,230,Winterthur,95+,Schweiz,männlich,47,false
2018,230,Winterthur,95+,Schweiz,weiblich,145,false
2017,230,Winterthur,00-04,Ausland,männlich,831,false
2017,230,Winterthur,00-04,Ausland,weiblich,771,false
2017,230,Winterthur,00-04,Schweiz,männlich,2329,false
2017,230,Winterthur,00-04,Schweiz,weiblich,2233,false
2017,230,Winterthur,05-09,Ausland,männlich,782,false
2017,230,Winterthur,05-09,Ausland,weiblich,741,false
2017,230,Winterthur,05-09,Schweiz,männlich,2143,false
2017,230,Winterthur,05-09,Schweiz,weiblich,2054,false
2017,230,Winterthur,10-14,Ausland,männlich,678,false
2017,230,Winterthur,10-14,Ausland,weiblich,577,false
2017,230,Winterthur,10-14,Schweiz,männlich,2050,false
2017,230,Winterthur,10-14,Schweiz,weiblich,1885,false
2017,230,Winterthur,15-19,Ausland,männlich,505,false
2017,230,Winterthur,15-19,Ausland,weiblich,442,false
2017,230,Winterthur,15-19,Schweiz,männlich,2074,false
2017,230,Winterthur,15-19,Schweiz,weiblich,2018,false
2017,230,Winterthur,20-24,Ausland,männlich,810,false
2017,230,Winterthur,20-24,Ausland,weiblich,709,false
2017,230,Winterthur,20-24,Schweiz,männlich,2909,false
2017,230,Winterthur,20-24,Schweiz,weiblich,3300,false
2017,230,Winterthur,25-29,Ausland,männlich,1245,false
2017,230,Winterthur,25-29,Ausland,weiblich,1228,false
2017,230,Winterthur,25-29,Schweiz,männlich,3931,false
2017,230,Winterthur,25-29,Schweiz,weiblich,3922,false
2017,230,Winterthur,30-34,Ausland,männlich,1652,false
2017,230,Winterthur,30-34,Ausland,weiblich,1597,false
2017,230,Winterthur,30-34,Schweiz,männlich,3565,false
2017,230,Winterthur,30-34,Schweiz,weiblich,3392,false
2017,230,Winterthur,35-39,Ausland,männlich,1695,false
2017,230,Winterthur,35-39,Ausland,weiblich,1572,false
2017,230,Winterthur,35-39,Schweiz,männlich,2889,false
2017,230,Winterthur,35-39,Schweiz,weiblich,2824,false
2017,230,Winterthur,40-44,Ausland,männlich,1428,false
2017,230,Winterthur,40-44,Ausland,weiblich,1241,false
2017,230,Winterthur,40-44,Schweiz,männlich,2459,false
2017,230,Winterthur,40-44,Schweiz,weiblich,2515,false
2017,230,Winterthur,45-49,Ausland,männlich,1179,false
2017,230,Winterthur,45-49,Ausland,weiblich,1009,false
2017,230,Winterthur,45-49,Schweiz,männlich,2700,false
2017,230,Winterthur,45-49,Schweiz,weiblich,2804,false
2017,230,Winterthur,50-54,Ausland,männlich,1072,false
2017,230,Winterthur,50-54,Ausland,weiblich,902,false
2017,230,Winterthur,50-54,Schweiz,männlich,2971,false
2017,230,Winterthur,50-54,Schweiz,weiblich,3147,false
2017,230,Winterthur,55-59,Ausland,männlich,851,false
2017,230,Winterthur,55-59,Ausland,weiblich,649,false
2017,230,Winterthur,55-59,Schweiz,männlich,2564,false
2017,230,Winterthur,55-59,Schweiz,weiblich,2812,false
2017,230,Winterthur,60-64,Ausland,männlich,552,false
2017,230,Winterthur,60-64,Ausland,weiblich,419,false
2017,230,Winterthur,60-64,Schweiz,männlich,2157,false
2017,230,Winterthur,60-64,Schweiz,weiblich,2333,false
2017,230,Winterthur,65-69,Ausland,männlich,338,false
2017,230,Winterthur,65-69,Ausland,weiblich,333,false
2017,230,Winterthur,65-69,Schweiz,männlich,1772,false
2017,230,Winterthur,65-69,Schweiz,weiblich,2211,false
2017,230,Winterthur,70-74,Ausland,männlich,293,false
2017,230,Winterthur,70-74,Ausland,weiblich,267,false
2017,230,Winterthur,70-74,Schweiz,männlich,1671,false
2017,230,Winterthur,70-74,Schweiz,weiblich,2171,false
2017,230,Winterthur,75-79,Ausland,männlich,295,false
2017,230,Winterthur,75-79,Ausland,weiblich,271,false
2017,230,Winterthur,75-79,Schweiz,männlich,1226,false
2017,230,Winterthur,75-79,Schweiz,weiblich,1777,false
2017,230,Winterthur,80-84,Ausland,männlich,172,false
2017,230,Winterthur,80-84,Ausland,weiblich,168,false
2017,230,Winterthur,80-84,Schweiz,männlich,891,false
2017,230,Winterthur,80-84,Schweiz,weiblich,1439,false
2017,230,Winterthur,85-89,Ausland,männlich,83,false
2017,230,Winterthur,85-89,Ausland,weiblich,84,false
2017,230,Winterthur,85-89,Schweiz,männlich,592,false
2017,230,Winterthur,85-89,Schweiz,weiblich,1051,false
2017,230,Winterthur,90-94,Ausland,männlich,,true
2017,230,Winterthur,90-94,Ausland,weiblich,28,false
2017,230,Winterthur,90-94,Schweiz,männlich,195,false
2017,230,Winterthur,90-94,Schweiz,weiblich,527,false
2017,230,Winterthur,95+,Ausland,weiblich,,true
2017,230,Winterthur,95+,Schweiz,männlich,44,false
2017,230,Winterthur,95+,Schweiz,weiblich,140,false
2016,230,Winterthur,00-04,Ausland,männlich,810,false
2016,230,Winterthur,00-04,Ausland,weiblich,774,false
2016,230,Winterthur,00-04,Schweiz,männlich,2292,false
2016,230,Winterthur,00-04,Schweiz,weiblich,2202,false
2016,230,Winterthur,05-09,Ausland,männlich,753,false
2016,230,Winterthur,05-09,Ausland,weiblich,695,false
2016,230,Winterthur,05-09,Schweiz,männlich,2136,false
2016,230,Winterthur,05-09,Schweiz,weiblich,1992,false
2016,230,Winterthur,10-14,Ausland,männlich,627,false
2016,230,Winterthur,10-14,Ausland,weiblich,568,false
2016,230,Winterthur,10-14,Schweiz,männlich,2035,false
2016,230,Winterthur,10-14,Schweiz,weiblich,1894,false
2016,230,Winterthur,15-19,Ausland,männlich,533,false
2016,230,Winterthur,15-19,Ausland,weiblich,415,false
2016,230,Winterthur,15-19,Schweiz,männlich,2073,false
2016,230,Winterthur,15-19,Schweiz,weiblich,2043,false
2016,230,Winterthur,20-24,Ausland,männlich,786,false
2016,230,Winterthur,20-24,Ausland,weiblich,770,false
2016,230,Winterthur,20-24,Schweiz,männlich,2933,false
2016,230,Winterthur,20-24,Schweiz,weiblich,3300,false
2016,230,Winterthur,25-29,Ausland,männlich,1259,false
2016,230,Winterthur,25-29,Ausland,weiblich,1261,false
2016,230,Winterthur,25-29,Schweiz,männlich,3873,false
2016,230,Winterthur,25-29,Schweiz,weiblich,3954,false
2016,230,Winterthur,30-34,Ausland,männlich,1661,false
2016,230,Winterthur,30-34,Ausland,weiblich,1593,false
2016,230,Winterthur,30-34,Schweiz,männlich,3518,false
2016,230,Winterthur,30-34,Schweiz,weiblich,3311,false
2016,230,Winterthur,35-39,Ausland,männlich,1684,false
2016,230,Winterthur,35-39,Ausland,weiblich,1511,false
2016,230,Winterthur,35-39,Schweiz,männlich,2809,false
2016,230,Winterthur,35-39,Schweiz,weiblich,2694,false
2016,230,Winterthur,40-44,Ausland,männlich,1358,false
2016,230,Winterthur,40-44,Ausland,weiblich,1209,false
2016,230,Winterthur,40-44,Schweiz,männlich,2462,false
2016,230,Winterthur,40-44,Schweiz,weiblich,2551,false
2016,230,Winterthur,45-49,Ausland,männlich,1170,false
2016,230,Winterthur,45-49,Ausland,weiblich,991,false
2016,230,Winterthur,45-49,Schweiz,männlich,2706,false
2016,230,Winterthur,45-49,Schweiz,weiblich,2864,false
2016,230,Winterthur,50-54,Ausland,männlich,1115,false
2016,230,Winterthur,50-54,Ausland,weiblich,883,false
2016,230,Winterthur,50-54,Schweiz,männlich,2992,false
2016,230,Winterthur,50-54,Schweiz,weiblich,3189,false
2016,230,Winterthur,55-59,Ausland,männlich,761,false
2016,230,Winterthur,55-59,Ausland,weiblich,611,false
2016,230,Winterthur,55-59,Schweiz,männlich,2525,false
2016,230,Winterthur,55-59,Schweiz,weiblich,2758,false
2016,230,Winterthur,60-64,Ausland,männlich,524,false
2016,230,Winterthur,60-64,Ausland,weiblich,403,false
2016,230,Winterthur,60-64,Schweiz,männlich,2134,false
2016,230,Winterthur,60-64,Schweiz,weiblich,2312,false
2016,230,Winterthur,65-69,Ausland,männlich,338,false
2016,230,Winterthur,65-69,Ausland,weiblich,339,false
2016,230,Winterthur,65-69,Schweiz,männlich,1754,false
2016,230,Winterthur,65-69,Schweiz,weiblich,2209,false
2016,230,Winterthur,70-74,Ausland,männlich,301,false
2016,230,Winterthur,70-74,Ausland,weiblich,263,false
2016,230,Winterthur,70-74,Schweiz,männlich,1708,false
2016,230,Winterthur,70-74,Schweiz,weiblich,2150,false
2016,230,Winterthur,75-79,Ausland,männlich,291,false
2016,230,Winterthur,75-79,Ausland,weiblich,259,false
2016,230,Winterthur,75-79,Schweiz,männlich,1129,false
2016,230,Winterthur,75-79,Schweiz,weiblich,1707,false
2016,230,Winterthur,80-84,Ausland,männlich,178,false
2016,230,Winterthur,80-84,Ausland,weiblich,161,false
2016,230,Winterthur,80-84,Schweiz,männlich,923,false
2016,230,Winterthur,80-84,Schweiz,weiblich,1443,false
2016,230,Winterthur,85-89,Ausland,männlich,63,false
2016,230,Winterthur,85-89,Ausland,weiblich,79,false
2016,230,Winterthur,85-89,Schweiz,männlich,532,false
2016,230,Winterthur,85-89,Schweiz,weiblich,1074,false
2016,230,Winterthur,90-94,Ausland,männlich,,true
2016,230,Winterthur,90-94,Ausland,weiblich,24,false
2016,230,Winterthur,90-94,Schweiz,männlich,190,false
2016,230,Winterthur,90-94,Schweiz,weiblich,525,false
2016,230,Winterthur,95+,Ausland,männlich,,true
2016,230,Winterthur,95+,Ausland,weiblich,,true
2016,230,Winterthur,95+,Schweiz,männlich,40,false
2016,230,Winterthur,95+,Schweiz,weiblich,147,false
2015,230,Winterthur,00-04,Ausland,männlich,794,false
2015,230,Winterthur,00-04,Ausland,weiblich,760,false
2015,230,Winterthur,00-04,Schweiz,männlich,2313,false
2015,230,Winterthur,00-04,Schweiz,weiblich,2176,false
2015,230,Winterthur,05-09,Ausland,männlich,746,false
2015,230,Winterthur,05-09,Ausland,weiblich,671,false
2015,230,Winterthur,05-09,Schweiz,männlich,2125,false
2015,230,Winterthur,05-09,Schweiz,weiblich,1973,false
2015,230,Winterthur,10-14,Ausland,männlich,561,false
2015,230,Winterthur,10-14,Ausland,weiblich,515,false
2015,230,Winterthur,10-14,Schweiz,männlich,1965,false
2015,230,Winterthur,10-14,Schweiz,weiblich,1832,false
2015,230,Winterthur,15-19,Ausland,männlich,523,false
2015,230,Winterthur,15-19,Ausland,weiblich,427,false
2015,230,Winterthur,15-19,Schweiz,männlich,2096,false
2015,230,Winterthur,15-19,Schweiz,weiblich,2100,false
2015,230,Winterthur,20-24,Ausland,männlich,790,false
2015,230,Winterthur,20-24,Ausland,weiblich,719,false
2015,230,Winterthur,20-24,Schweiz,männlich,2890,false
2015,230,Winterthur,20-24,Schweiz,weiblich,3243,false
2015,230,Winterthur,25-29,Ausland,männlich,1177,false
2015,230,Winterthur,25-29,Ausland,weiblich,1263,false
2015,230,Winterthur,25-29,Schweiz,männlich,3873,false
2015,230,Winterthur,25-29,Schweiz,weiblich,3821,false
2015,230,Winterthur,30-34,Ausland,männlich,1697,false
2015,230,Winterthur,30-34,Ausland,weiblich,1625,false
2015,230,Winterthur,30-34,Schweiz,männlich,3426,false
2015,230,Winterthur,30-34,Schweiz,weiblich,3205,false
2015,230,Winterthur,35-39,Ausland,männlich,1610,false
2015,230,Winterthur,35-39,Ausland,weiblich,1407,false
2015,230,Winterthur,35-39,Schweiz,männlich,2691,false
2015,230,Winterthur,35-39,Schweiz,weiblich,2708,false
2015,230,Winterthur,40-44,Ausland,männlich,1330,false
2015,230,Winterthur,40-44,Ausland,weiblich,1198,false
2015,230,Winterthur,40-44,Schweiz,männlich,2525,false
2015,230,Winterthur,40-44,Schweiz,weiblich,2584,false
2015,230,Winterthur,45-49,Ausland,männlich,1181,false
2015,230,Winterthur,45-49,Ausland,weiblich,952,false
2015,230,Winterthur,45-49,Schweiz,männlich,2816,false
2015,230,Winterthur,45-49,Schweiz,weiblich,2927,false
2015,230,Winterthur,50-54,Ausland,männlich,1080,false
2015,230,Winterthur,50-54,Ausland,weiblich,842,false
2015,230,Winterthur,50-54,Schweiz,männlich,2943,false
2015,230,Winterthur,50-54,Schweiz,weiblich,3177,false
2015,230,Winterthur,55-59,Ausland,männlich,742,false
2015,230,Winterthur,55-59,Ausland,weiblich,579,false
2015,230,Winterthur,55-59,Schweiz,männlich,2443,false
2015,230,Winterthur,55-59,Schweiz,weiblich,2624,false
2015,230,Winterthur,60-64,Ausland,männlich,476,false
2015,230,Winterthur,60-64,Ausland,weiblich,395,false
2015,230,Winterthur,60-64,Schweiz,männlich,2053,false
2015,230,Winterthur,60-64,Schweiz,weiblich,2307,false
2015,230,Winterthur,65-69,Ausland,männlich,345,false
2015,230,Winterthur,65-69,Ausland,weiblich,330,false
2015,230,Winterthur,65-69,Schweiz,männlich,1783,false
2015,230,Winterthur,65-69,Schweiz,weiblich,2237,false
2015,230,Winterthur,70-74,Ausland,männlich,320,false
2015,230,Winterthur,70-74,Ausland,weiblich,264,false
2015,230,Winterthur,70-74,Schweiz,männlich,1666,false
2015,230,Winterthur,70-74,Schweiz,weiblich,2096,false
2015,230,Winterthur,75-79,Ausland,männlich,273,false
2015,230,Winterthur,75-79,Ausland,weiblich,262,false
2015,230,Winterthur,75-79,Schweiz,männlich,1105,false
2015,230,Winterthur,75-79,Schweiz,weiblich,1668,false
2015,230,Winterthur,80-84,Ausland,männlich,170,false
2015,230,Winterthur,80-84,Ausland,weiblich,151,false
2015,230,Winterthur,80-84,Schweiz,männlich,914,false
2015,230,Winterthur,80-84,Schweiz,weiblich,1427,false
2015,230,Winterthur,85-89,Ausland,männlich,56,false
2015,230,Winterthur,85-89,Ausland,weiblich,64,false
2015,230,Winterthur,85-89,Schweiz,männlich,525,false
2015,230,Winterthur,85-89,Schweiz,weiblich,1099,false
2015,230,Winterthur,90-94,Ausland,männlich,,true
2015,230,Winterthur,90-94,Ausland,weiblich,,true
2015,230,Winterthur,90-94,Schweiz,männlich,184,false
2015,230,Winterthur,90-94,Schweiz,weiblich,514,false
2015,230,Winterthur,95+,Ausland,männlich,,true
2015,230,Winterthur,95+,Ausland,weiblich,,true
2015,230,Winterthur,95+,Schweiz,männlich,39,false
2015,230,Winterthur,95+,Schweiz,weiblich,135,false
2014,230,Winterthur,00-04,Ausland,männlich,743,false
2014,230,Winterthur,00-04,Ausland,weiblich,716,false
2014,230,Winterthur,00-04,Schweiz,männlich,2245,false
2014,230,Winterthur,00-04,Schweiz,weiblich,2173,false
2014,230,Winterthur,05-09,Ausland,männlich,721,false
2014,230,Winterthur,05-09,Ausland,weiblich,654,false
2014,230,Winterthur,05-09,Schweiz,männlich,2085,false
2014,230,Winterthur,05-09,Schweiz,weiblich,1896,false
2014,230,Winterthur,10-14,Ausland,männlich,555,false
2014,230,Winterthur,10-14,Ausland,weiblich,524,false
2014,230,Winterthur,10-14,Schweiz,männlich,1903,false
2014,230,Winterthur,10-14,Schweiz,weiblich,1802,false
2014,230,Winterthur,15-19,Ausland,männlich,500,false
2014,230,Winterthur,15-19,Ausland,weiblich,406,false
2014,230,Winterthur,15-19,Schweiz,männlich,2112,false
2014,230,Winterthur,15-19,Schweiz,weiblich,2057,false
2014,230,Winterthur,20-24,Ausland,männlich,761,false
2014,230,Winterthur,20-24,Ausland,weiblich,719,false
2014,230,Winterthur,20-24,Schweiz,männlich,2834,false
2014,230,Winterthur,20-24,Schweiz,weiblich,3271,false
2014,230,Winterthur,25-29,Ausland,männlich,1273,false
2014,230,Winterthur,25-29,Ausland,weiblich,1289,false
2014,230,Winterthur,25-29,Schweiz,männlich,3837,false
2014,230,Winterthur,25-29,Schweiz,weiblich,3750,false
2014,230,Winterthur,30-34,Ausland,männlich,1766,false
2014,230,Winterthur,30-34,Ausland,weiblich,1588,false
2014,230,Winterthur,30-34,Schweiz,männlich,3295,false
2014,230,Winterthur,30-34,Schweiz,weiblich,3116,false
2014,230,Winterthur,35-39,Ausland,männlich,1552,false
2014,230,Winterthur,35-39,Ausland,weiblich,1360,false
2014,230,Winterthur,35-39,Schweiz,männlich,2630,false
2014,230,Winterthur,35-39,Schweiz,weiblich,2603,false
2014,230,Winterthur,40-44,Ausland,männlich,1336,false
2014,230,Winterthur,40-44,Ausland,weiblich,1142,false
2014,230,Winterthur,40-44,Schweiz,männlich,2517,false
2014,230,Winterthur,40-44,Schweiz,weiblich,2611,false
2014,230,Winterthur,45-49,Ausland,männlich,1190,false
2014,230,Winterthur,45-49,Ausland,weiblich,952,false
2014,230,Winterthur,45-49,Schweiz,männlich,2858,false
2014,230,Winterthur,45-49,Schweiz,weiblich,3036,false
2014,230,Winterthur,50-54,Ausland,männlich,1037,false
2014,230,Winterthur,50-54,Ausland,weiblich,792,false
2014,230,Winterthur,50-54,Schweiz,männlich,2792,false
2014,230,Winterthur,50-54,Schweiz,weiblich,3114,false
2014,230,Winterthur,55-59,Ausland,männlich,711,false
2014,230,Winterthur,55-59,Ausland,weiblich,535,false
2014,230,Winterthur,55-59,Schweiz,männlich,2419,false
2014,230,Winterthur,55-59,Schweiz,weiblich,2521,false
2014,230,Winterthur,60-64,Ausland,männlich,458,false
2014,230,Winterthur,60-64,Ausland,weiblich,396,false
2014,230,Winterthur,60-64,Schweiz,männlich,2023,false
2014,230,Winterthur,60-64,Schweiz,weiblich,2277,false
2014,230,Winterthur,65-69,Ausland,männlich,344,false
2014,230,Winterthur,65-69,Ausland,weiblich,312,false
2014,230,Winterthur,65-69,Schweiz,männlich,1798,false
2014,230,Winterthur,65-69,Schweiz,weiblich,2252,false
2014,230,Winterthur,70-74,Ausland,männlich,352,false
2014,230,Winterthur,70-74,Ausland,weiblich,274,false
2014,230,Winterthur,70-74,Schweiz,männlich,1609,false
2014,230,Winterthur,70-74,Schweiz,weiblich,2040,false
2014,230,Winterthur,75-79,Ausland,männlich,258,false
2014,230,Winterthur,75-79,Ausland,weiblich,253,false
2014,230,Winterthur,75-79,Schweiz,männlich,1078,false
2014,230,Winterthur,75-79,Schweiz,weiblich,1684,false
2014,230,Winterthur,80-84,Ausland,männlich,168,false
2014,230,Winterthur,80-84,Ausland,weiblich,139,false
2014,230,Winterthur,80-84,Schweiz,männlich,924,false
2014,230,Winterthur,80-84,Schweiz,weiblich,1448,false
2014,230,Winterthur,85-89,Ausland,männlich,45,false
2014,230,Winterthur,85-89,Ausland,weiblich,61,false
2014,230,Winterthur,85-89,Schweiz,männlich,515,false
2014,230,Winterthur,85-89,Schweiz,weiblich,1116,false
2014,230,Winterthur,90-94,Ausland,männlich,,true
2014,230,Winterthur,90-94,Ausland,weiblich,,true
2014,230,Winterthur,90-94,Schweiz,männlich,201,false
2014,230,Winterthur,90-94,Schweiz,weiblich,523,false
2014,230,Winterthur,95+,Ausland,weiblich,,true
2014,230,Winterthur,95+,Schweiz,männlich,29,false
2014,230,Winterthur,95+,Schweiz,weiblich,124,false
